week,title,author,visual_img,legend_img,text
06,Week 06: A week of physical contacts,Giorgia,06_Giorgia_DearData_06_Front.jpg,06_Giorgia_DearData_06_Back.jpg,"[{""header"": ""The topic:"", ""content"": "" This week we got personal and we traced our physical contacts: yes, every single time we would touch somebody or be touched, even if accidentally. I decided to also include which part of the bodies touched during the contacts \u2013 that was a bit crazy and complicated actually, but I am pretty sure my data are almost accurate.\u00a0My boyfriend and some friends were doing crazy things to spoil the data, and I of course reported them with a special mark.""}, {""header"": ""Data gathering:"", ""content"": "" This week I have been thinking that our weekly collections are meant to explore and talk about little aspects of me to the other, and that actually the data are the excuse for the drawing.""}, {""header"": ""Data drawing:"", ""content"": "" Since Stefanie and I are both designers, she gets who I am from the whole piece, and not only from the data: I am telling more about myself with the way I every time draw the data and the images I have in mind than\u00a0through the data itself!So I wanted to try something a little bit different and I mocked-up a sort of \u201cbody-shape\u201d to represent my physical contacts, even if I don\u2019t really like the aesthetic of the outcome I still think it has\u00a0a valid structure!""}, {""header"": ""Stefanie's mind:"", ""content"": "" (By the way, I love Stefanie\u2019s physical contacts card!! It is one of my favorites! I love how our minds work differently \u2013 she often thinks \u201ccircular\u201d while I think \u201cmore linear\u201d! Also, Stefanie is so hard on herself! Her postcards are always so beautiful and well hand-crafted but sometimes she seems not so satisfied about them, I think this highlights some traits of our personalities as well \u2013 If I enjoy the process of making, I tend to give myself leeway with the final results!""}]"
06,Week 06: A week of physical contacts,Stefanie,06_Stefanie_DearData_06+front.jpg,06_Stefanie_DearData_06+back.jpg,"[{""header"": ""Data-gathering:"", ""content"": "" A week of physical contact ended with my parents visiting London, so I\u2019m pleased that I was able to record some lovely reunion hugs with them, because I haven\u2019t seen them since the summer.\u00a0I only tracked contact that happened intentionally, otherwise it would be impossible to track all the bumps and jostles I get on public transport at rush hour.\u00a0""}, {""header"": ""Data memories:"", ""content"": "" People were beginning to manipulate the data by hitting and poking me. My mother hit me with her cane (ok, it was just a little tap), just after we reunited, in order to manipulate the data. What a great mom.""}, {""header"": ""Data drawing:"", ""content"": "" This drawing puts my husband right in the centre (of course), with other friends and family around the outside. Reason for the floral design? The drawing didn\u2019t look right so I tried to \u2018fix\u2019 it by adding stems. Hmm, everything I tend to make with data ends up being quite floral; I\u2019d like to move on from this. (I know Giorgia says I\u2019m hard on myself, and she\u2019s right. Must remedy this)However, the main reason that I am charmed by this week is less about the card and more about the data contained within. When I showed the complete drawing to my husband, he asked for a scan of the postcard so he could have a record for himself. I like how by gathering and visualising data about my relationship, the data becomes an emotional record, and becomes invested with quite an intimate meaning. By giving him the card I\u2019m effectively presenting to him a previously-invisible texture of our relationship, a data token of affection.But because of the intimate nature of the data I\u2019m tracking, it\u2019s made me think about what data about myself (and my husband, friends, and family) I\u2019m willing to reveal on the internet.\u00a0Obviously, so much of the physical contact I track is related to my husband, and of course, from marriage one can assume certain types of physical contact (ahem). I end up tracking all the data quite honestly for my records, but then re-package and re-categorise the data slightly in the final drawing to ensure that 1: my husband has privacy and 2: that I have privacy.\u00a0I don\u2019t mind sharing this data, but only so long as I choose what to share, I guess.\u00a0Surely a personal data project is definitive evidence that no one is neutral in how they present data\u2026I don\u2019t think I am a total data exhibitionist, really.\u00a0""}, {""header"": ""Giorgia\u2019s card:"", ""content"": "" One of my favourite parts of Giorgia\u2019s card is that she differentiates between an American hug and Italian kisses. (Also: I love the little \u2018lips\u2019 symbol!)PS: I find it so funny that Giorgia says that she allows herself more design leeway when she is making these cards, because to me, they just seem so neat and well-thought-out. Through this project, I\u2019ve found it interesting how different we approach things: I am much more cautious and pessimistic, and Giorgia is confident and positive! I\u2019ve definitely been reminded to be less cautious in my work after beginning this project.""}]"
07,Week 07: A week of complaints,Giorgia,07_Giorgia_DearData_07_Front.jpg,07_Giorgia_DearData_07_Back.jpg,"[{""header"": ""Data gathering:"", ""content"": "" Do we really realize how much we complain about stuff? I don\u2019t think so.This week we tracked every time we would express dissatisfaction or annoyance about a situation or a particular thing. I reported what I was complaining about, who I was stressing with it, if I was saying it loud or texting it, and if \u2013 on hindsight \u2013 if I felt there was a real need for a complaint.""}, {""header"": ""Data drawing:"", ""content"": "" As for the data-drawing, I wanted to explore a visual model that could return the idea of repetitiveness of the act of complaining (because yes I do complain a lot), and that at the same time could show the \u201clevel\u201d of the complaints: when they are really needed or totally out of place.I\u2019ve always been so much fascinated by musical scores: by that elegant and minimal form of recurrence, by the symbolism of this language which is already information design if you think about it, by the idea of a temporal score conveying all of the information about how a piece should be performed, it is really intriguing to me. I found this reference to be perfect for my complaints!""}, {""header"": ""Look Ma, no stamps!"", ""content"": "" We delivered this postcard in person because Stefanie was visiting here in New York, I so much liked to exchange our cards while being in the same place and at the same moment, being able to see our mutual reactions! It is important to us that the data is experienced in a physical format, the postcard; I guess we both love the beauty of the act of \u201cdiscovering\u201d while physically flipping the postcard from the back to the front over and over, as opposed to having everything in the same visible place.Stefanie\u2019s complaint card is actually one of my favorites: I would never have thought of drawing data this way \u2013 I am so fascinated by how her mind works!""}]"
07,Week 07: A week of complaints,Stefanie,07_Stefanie_DearData_07+front.jpg,07_Stefanie_DearData_07+back.jpg,"[{""header"": ""Data-gathering:"", ""content"": "" I tracked complaints said to me, and complaints I said to others, and who it was from (though not all this data ended up in the card)""}, {""header"": ""Data memories:"", ""content"": "" And so we have complaints, which seems appropriate, as for most of this week my parents were here, and I spent time with them sightseeing and visiting in-laws. As much as I love my parents (Mom and Dad, I know you will read this, and I love you both dearly), I am pretty sure that having one\u2019s family stay in one\u2019s house is going to cause more than a few complaints.This week, Giorgia and I were messaging each other and commiserating, saying \u2018How can we love our family but still they drive us crazy?\u2019 (Mom and Dad, really, I had a lovely time with you and I\u2019m so happy you came. This is just a data-gathering exercise, nothing more)It was also Giorgia who recommended that I track the \u2018complaints in my head\u2019, as there were bound to be loads of them while I held my tongue with my parents around. (Mom and Dad, I love you, this is just a project, ok? \u2026 OK? PLEASE DON\u2019T DISOWN ME, OH MY GOD THEY ARE GOING TO DISOWN ME)Since my family and friends knew I was tracking complaints, my mom leaned towards me and whispered: \u2018I\u2019ll bet your father will be one of the people who complains the most.\u201d\u00a0And so he was. I obviously take after him.""}, {""header"": ""Data drawing:"", ""content"": "" I messed this card up so much, namely because I was drawing it in a hotel room in Canada before I needed to check out and catch a flight to NYC that very day and hang out with Giorgia (yay)!And then my pens leaked and smudged the card and my hands.\u00a0And then I made a mistake and put some of the data points in the wrong order.\u00a0And then I didn\u2019t have time to re-do the card. \u00a0And THEN I threw some of my pens across the hotel room desk after finishing this terrible thing.\u00a0This whole card is a physical representation of a massive complaint. I do like how it looks, though. I just wish it was a little better. It wasn\u2019t a very legible card, but thankfully I could go into the data in detail on the back.This card was presented to Giorgia hungover and bleary-eyed after we were drinking IN REAL LIFE in NYC.\u00a0""}, {""header"": ""Giorgia\u2019s card:"", ""content"": "" Giorgia, wrap up warm this winter! From your card, it seems you\u2019re cold a lot and really need to get a scarf and sweater! \u00a0I\u2019m also feeling sheepish that Giorgia complains less about her partner than I do (sorry, dear husband, but I get the bad habit from my Dad, right? Right?)""}]"
08,Week 08: A week of phone addiction,Giorgia,08_Giorgia_DearData_08_Front.jpg,08_Giorgia_DearData_08_Back.jpg,"[{""header"": ""Data gathering:"", ""content"": "" This week I reported every time I checked my iPhone detailing what I was checking, where I was and what other task I was performing at the moment.\u00a0 Yes, I do have to cut the cord with my iPhone (as most of human beings I know, I guess).\u00a0I noticed that when I was able to resist the nicotine-like urge to check it, I had a leisurely nice time but with an undercurrent of anxiety, I admit.""}, {""header"": ""Data drawing:"", ""content"": "" After seeing so many data entries, I was interested in exploring if there are correlations between where I check my phone and what I do with it \u2013 (and there are some interesting correlations, have a look!) \u2013 so I wanted my drawing to reflect it.""}, {""header"": ""Beautiful gifts:"", ""content"": "" Looking at our cards so far I am really happy with Dear Data: I think we found a nice and humane way to measure personal experiences without reducing it to a simple quantification: every week we try to add qualitative little stories, every week we understand how to categorize our data collections in order to make it meaningful to each others, and every week I see Stefanie\u2019s postcards as a lovely gift to wait for! I also enjoy saving some time for it: it takes time both to draw and to read the card, as they are dense and rich with content; but this is our way to make the time to get to know each other!\u00a0 Drawing the postcard is\u00a0my to communicate \u201cI am thinking about you\u201d!""}]"
08,Week 08: A week of phone addiction,Stefanie,08_Stefanie_DearData_08+front.jpg,08_Stefanie_DearData_08+back.jpg,"[{""header"": ""Data-gathering:"", ""content"": "" I only gathered data on the reason that I touched my phone in the first instance. So I may have picked up the phone to check messages, then checked my email, checked twitter, took a selfie, took another selfie, took another selfie from a more flattering angle, then played a game, but even so: only the messages will count.\u00a0I gathered loads of data this week, but it\u2019s just didn\u2019t feel as interesting or meaningful as some of the other data we were gathering. Digital-themed data has an emptiness that just doesn\u2019t compare to the warmth and emotional aspect of tracking human interactions\u2026""}, {""header"": ""Data memories:"", ""content"": "" There was a tiny data void when I was trying to transfer from a delayed United flight from London to one of the few flights to Halifax, Nova Scotia, where I was speaking at a conference. I\u2019m pretty sure that I was checking my phone\u2019s clock a million times a minute as I ran to the next flight, leaving my luggage behind in Newark and running from security to the gate in my socks, shoes in my hands. But who knows the actual number? It\u2019s somewhere in \u2018left luggage\u2019, I\u2019m sure.\u00a0""}, {""header"": ""Data drawing:"", ""content"": "" I found this week slightly frustrating: I spent quite a bit of time trying different, more scrawled and sketched visualisation methods in a sketchbook, but then the final piece felt so sterile and neat. It wasn\u2019t quite what I had envisioned.\u00a0It\u2019s easy to see where I was on flights this week, though: I was mainly using my phone for music then!\u00a0I think that I\u2019ve been using more drawing pens recently, because Giorgia was using drawing pens and I liked her cards. However, I don\u2019t know if this is really me: I tend to take all notes and sketches using mechanical pencils (Proper fancy Rotring pencils from Japan, mind). And Giorgia is always drawing with pen, so it makes sense that those are her tools of choice. Perhaps I just need to work with what I feel most comfortable with.\u00a0""}, {""header"": ""Giorgia\u2019s card:"", ""content"": "" Oh, beautiful colours! It\u2019s funny to see that Giorgia barely uses her phone for phone calls either.""}]"
09,Week 09: A week of Giorgia and Stefanie,Giorgia,09_Giorgia_DearData_09_Front.jpg,09_Giorgia_DearData_09_Back.jpg,"[{""header"": """", ""content"": ""This was a very special week: Stefanie was in New York!!\u00a0 Of course we decided to make it the core of our week of data: we would map our interactions!\u00a0  Data gathering: I\u00a0collected data about every interaction we had in real life., via texts, emails, and tweets; I also recorded every time I saw/heard someone mentioning Stefanie (a bit crazy I know!).Then I tried to come up with ideas on how to categorize our time together: what have we been talking and texting about?\u00a0 Real-life interactions: for the record, we got together on Monday evening for a New York data-viz crew drinking reunion (yay!) featuring our special guest Stef; we knew how hard (and very meta!) it would be to log data that night, and we\u2019ve been texting about it the whole day; after all we decided to rely on our memories and write everything just after the evening, only\u00a0after we would get home - no note takings; no reporter-app tracking..We also met up on Tuesday morning: I was so happy to have Stef walking the bridge with me (as I do every morning) and staying for a bit in our workspace! We\u2019ve been working together on our \""Dear Data media strategy\"" (ha!), we tried to kill the hangover with coffees and bagels, and we arranged all of our postcards on the table, so beautiful! And Dear Data felt so real!\u00a0 (turned out Stef accidentally\u00a0stole one of hers from my collection :D)\u00a0""}, {""header"": ""Data drawing:"", ""content"": "" As for the data drawing then, I wanted to explore how to build parallel timelines with overlapping moments, and multiple entries, and different categorisations. My postcard came out as a sort of\u00a0weird technical drawing, as I see it, but I still think it has some insights, even if I realise it can be a little\u00a0hard to read :(""}, {""header"": ""Dear Data addiction:"", ""content"": "" This week was of course very particular, it was the first time we've seen each other after we started the project, and of course I felt I know her so\u00a0much more than the last time, ...it was really like we spent time together; we passed from being acquaintances to \u201cfriends\u201d, in a way!  Sometimes now I find myself anticipating the first week without Dear Data with sorrow, I don't want it to end!\u00a0Not only I don\u2019t wanna stop receiving Stefanie\u2019s postcards (it\u2019s so beautiful to take some time to read her cards!), \u00a0I also don\u2019t wanna stop keeping this \u2018data-diary\u2019 of myself: when I look back at my postcards I can't help but smile and remember details about these weeks! I don't write and I am not really good at writing, I am not the kind of person that could keep a journal, but this Dear Data personal documentation is definitely a source of nice memories! I like to picture those postcards as little self portraits, fragments that compose a self portrait actually! (Stefanie we have to come up with a new project!)""}]"
09,Week 09: A week of Giorgia and Stefanie,Stefanie,09_Stefanie_DearData_09+front.jpg,09_Stefanie_DearData_09+back.jpg,"[{""header"": ""Data-gathering:"", ""content"": "" Since I visited New York, we decided to create a card based on our physical and digital\u00a0interactions\u00a0with each other for the week while I was there. I didn't do much intensive tracking of interactions here, relying mainly on phone and email communications and my memory for this data.\u00a0""}, {""header"": ""Data memories:"", ""content"": "" Firstly, I though\u00a0New York was great. I find it sort of annoying that even though I'm an American, I've only ever been there twice,\u00a0whereas\u00a0so many of\u00a0my friends from the UK have been there multiple times. So unfair.\u00a0I've always had a chip on my shoulder about New York, and have always seen it as a (lesser) rival to London. So for the past 12 years,\u00a0I've always needed to confirm to myself that London was better than New York, a better choice of a city to move to and start a life in.\u00a0And of course London is amazing! But...well,\u00a0being able to walk over a gigantic bridge (Williamsburg Bridge), over a massive body of water, with massive buildings surrounding me...\u00a0I might have to concede that New York is pretty amazing too, and ever since have been trying to find ways to get back there.\u00a0Will someone fly me back... please?\u00a0Giorgia was an excellent host!\u00a0We had a meeting at her office to discuss Dear Data, as I'm sure you can see from the photos below:\u00a0Giorgia's boyfriend was secretly taking photos when we weren't looking.\u00a0However, my main memories of New York were of drinking too much,\u00a0trying to give a talk on a hangover, not hanging out enough with Giorgia, and the time going too quickly! Thank goodness for digital traces of our interactions or I wouldn't have remembered a thing.\u00a0""}, {""header"": ""Data drawing:"", ""content"": "" With this drawing I decided to move back to using mainly pencil. My goal was to show the different types of 'closeness': both physical closeness globally (New York and London), locally (just in New York)\u00a0and digital closeness in New York,\u00a0all though the use of space on the card.\u00a0Also,\u00a0I really just enjoyed drawing the long swooping pencil lines connecting all of one person's interactions\u00a0for no other reason except for the fact that they were fun to draw (Not quite\u00a0data-representing-elements, which I'm sure would irritate some data people, but whatever: it's my card and I'll do what I like, ha)""}, {""header"": ""Giorgia\u2019s card:"", ""content"": "" I like how Giorgia and I were using what was effectively the same data (more so than some of the other weeks) and outcomes still look and feel so different.\u00a0In our conversations about this project, Giorgia once mentioned how even the choices in how we\u00a0capture and select\u00a0the data functions as a representation of our personality or ourselves, and I like that idea. I never would have thought to capture data on whenever I heard Giorgia's name, and for me that type of data tracking seems distinctly 'her'!""}, {""header"": ""(I'm definitely up for a new project, no doubt)"", ""content"": "" \u00a0""}]"
10,Week 10: A week of to-do lists,Giorgia,10_Giorgia_DearData_10_Front.jpg,10_Giorgia_DearData_10_Back.jpg,"[{""header"": ""The topic:"", ""content"": "" Yes, I am obsessive and compulsive about having my to-dos perfectly organized, and updated to the last second, I just can\u2019t help. And there\u2019s more to that: I also take a compulsive pleasure from organizing my lists:\u00a0I would rewrite\u00a0them on paper when I am not on my computer,\u00a0changing they way they\u2019re phrased of them to upgrade them (OMG I talk about them as if they were people!).\u00a0 I always try to put some apparent order in my to-dos (and fool myself I am progressing with them) by constantly refining and modifying how I phrase them.""}, {""header"": ""Data gathering:"", ""content"": "" So I decided to collect and represent all the changes I made on my to-do lists on my Evernote app (which is where I mostly keep and update my tasks\u2026), grouping my todos by\u00a0topic\u00a0and reporting every single time I made a change, even a minor one, on my to do lists.This week was incredibly insightful for me, probably because it touched a button that is\u00a0kind of an obsession of mine. I noticed that a lot of tasks I tell myself I am supposed to do just sit there for a long time, I tweak them but I honestly don\u2019t do too much to write them off :( Focusing my attention on that, I started to accept that some nagging tasks will never be crossed off my list!""}, {""header"": ""Data drawing:"", ""content"": "" The idea for the drawing came pretty straightforward to me - I really wanted to give Stefanie the idea of how many times I would just modify items without actually erasing them, and how many (oh boy!) tasks are just sitting there forever without any act. This drawing is pretty simple, I guess everybody could execute it and derive it from similar data.""}, {""header"": ""Hey you, data scared!"", ""content"": "" Oh - and there it is another insight! Dear Data proves to the \""data-scared\"" that they shouldn't be, I guess - data is not necessarily big and complicated, and are potentially retrievable from any mundane tasks! But also proves to the \""I can't even draw a straight line\"" that they actually could: by approaching drawing in a \""quantitative way\"" the fear of the white page should disappear, shouldn\u2019it? (would love to get comments on this!).The effect of \u201cto-dos\u201d week lingered long after the week was up, and I found myself noticing things around this topic even a lot after. After this intense week I decided to simplify: I erased all of those notes that were just reminders of things I perfectly know I have to do even if I don\u2019t see them written. (Thank you Dear Data!)p.s. my postcard never got to Stefanie (where are you????) and I re-drew it and re-sent it a few weeks later \u00a0""}]"
10,Week 10: A week of to-do lists,Stefanie,10_Stefanie_DearData_10+front.jpg,10_Stefanie_DearData_10+back.jpg,"[{""header"": ""Data-gathering:"", ""content"": "" Generally, the way that I manage my to-do list is by writing it down in a notebook that I take everywhere with me. I prefer to create my to-do lists by hand instead of online because I like to really scribble out everything that I complete on the list quite violently because it makes me feel more like I've achieved something. (see below for an example of this).\u00a0So, this card was tracking these action of adding tasks to the list and scratching them out.\u00a0""}, {""header"": ""Data memories:"", ""content"": "" Oh, not many memories worth writing here, as let's face it: to-do lists are only interesting to the person who has made them.\u00a0Looking back, the most mystifying task on the list might be:Look up ultrasonic anti-squirrel\u00a0It's mainly interesting because 'Ultrasonic Anti-Squirrel' would make an excellent band name, but really I was supposed to look up electronic deterrents for the cheeky squirrels who have taken residence in our attic. (note: this task was not ticked off the list, and the squirrels aren't leaving any time soon)""}, {""header"": ""Data drawing:"", ""content"": "" When drawing this card I realised that I never really complete everything on my to-do list (except right before holidays, which is where the completely-crossed-out photo from below is from), but tend to maintain a sort of to-do equilibrium, where the tasks change, but never decrease in number.\u00a0Also, since I decided a couple of weeks ago to start working with pencils more, I've bought some lovely coloured pencils and this is the first time I've drawn with them.\u00a0I think that when I have new materials I focus on drawings where I can enjoy using those materials as opposed to making super-insightful drawings, and this was one of those moments: again, as with last week, I drew like this with a focus on drawing\u00a0those swooping, knitted\u00a0lines across the card.\u00a0""}, {""header"": ""Giorgia\u2019s card:"", ""content"": "" Giorgia's card is just another reminder of how she has a proper job, and therefore has proper electronic\u00a0ways of managing a to-do list.\u00a0It's also obvious that the\u00a0items left on her list at the end of the week are\u00a0definitely less than what she started with, regardless of how she thinks she doesn't get much done.\u00a0I'm slightly re-considering this ridiculous idea of working on a collaborative project with someone who is so much more organised than I am!\u00a0Also, I love what Giorgia has written about drawing in a 'quantitative way': this is the reason I work with data in the first place! It means the data makes the visual\u00a0decisions so I don't have to.""}]"
